	DG408	DG426	DG432	EK520	LB01	LB03	LB06	LB10	LB13	LB178	LB179	BB231	BB232	ME2528	ME2530	MT334	MT348	WE457	WE458	WE464	CP469	CP470	BB089	BB095	KSG0645	KSG0647	KSG0652	KSG0660	KSG0673	KE1474	KE1475	KE2263	KE2265	KE2268	KE2564	KE2565	KE2581	KSG1471	KSG1507	LU2555	LU2556	OP1909	OP1910	OP1911	OP2345	OP2346	OP2347	OP2456	OP2459	OP2460	GM173	GM7	GM9	GM10	GM11	GM15	GM20	GM41	GM1435	GM1436	GM1437	GM1438	GM1440	GM1442	GM1446	GM1448	GM1455	GM1457	GM1459	GM1467	GM1468	GM1474	GM1476	GM1480	GM1482	GM1485	GM1494	GM1496	GM1497	GM1500	GM1501	GM1502	GM1504	GM1507	GM1509
OTU_6685	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.69394468801945	-3.2077831003412	-3.31274079313291	-4	-4	-4	-4	-4	-4	-4	-4	-2.65716254851071	-3.71419552931051	-4	-3.31081286279644	-3.46291277588023	-4	-4	-3.73894408499758	-4	-4	-4	-4	-4	-3.69453850202499	-4	-4	-4	-3.48835704560457	-3.63435676743662	-4	-4	-3.31220655708141	-4	-4
OTU_6764	-4	-4	-4	-4	-4	-4	-4	-2.99963826579063	-4	-4	-4	-4	-4	-4	-4	-2.20710756556375	-4	-4	-4	-4	-2.86193797486947	-4	-3.13256629345748	-3.03607307980296	-2.60159865853174	-3.23278201796561	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.59899884407986	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.47511358255458	-4	-4	-4	-4	-4	-4	-4	-2.98419580116076	-4	-4	-4	-4	-4	-4	-4	-4	-3.16316249631388	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.48835704560457	-4	-4	-4	-4	-3.1348535674687	-4
OTU_6769	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.76785201304179	-3.74268802000594	-4	-4	-3.79768440893653	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.95486196244779	-2.74181146959143	-2.66092791515073	-3.37086278789664	-3.61142733470708	-3.22897420934927	-3.49939434775272	-3.60861973061045	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_6778	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.80858721972337	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.62941819514407	-4	-2.9889243181812	-4	-4	-4	-4	-3.35092458137852	-3.65734025886519	-3.71419552931051	-4	-4	-3.37070038541872	-3.03078804267003	-4	-4	-3.59824286114044	-4	-4	-4	-4	-4	-3.53228335018675	-3.65892670560389	-4	-3.48835704560457	-2.68167695497791	-4	-4	-4	-2.86450373473628	-4
OTU_6862	-4	-4	-4	-4	-4	-4	-4	-3.75678965935107	-4	-4	-4	-4	-4	-3.74147351720018	-4	-4	-4	-3.67712597288811	-3.89553804363843	-4	-4	-3.87155380503935	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.49990882666834	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72902997768198	-4	-3.58414804991948	-4	-4	-4	-4	-4	-3.76621369274628	-3.62288787910155	-4	-4	-3.59502404115585	-4	-4	-4	-4	-4	-4	-3.72247916131089	-2.53226812380564	-4	-4	-4	-4	-4	-4	-4	-4	-2.88872498490365	-4	-4	-3.64471262565482	-4
OTU_6874	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.32544831134839	-4	-2.77248289817534	-2.42773863165465	-3.04683672302139	-3.49267498216708	-3.00985198598831	-2.63536407073618	-2.32345850011318	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.09596853528829	-2.97762279325415	-4	-1.77899723828389	-2.04713299739724	-2.9889243181812	-2.45329575562309	-1.86736972716138	-1.91073834023386	-3.01966159898417	-1.60459446050849	-2.50821780411709	-3.1813392258848	-2.69335197142675	-3.75013519304609	-2.65397994729449	-2.51475196280864	-2.21885769580472	-2.11920995541988	-3.59824286114044	-2.50283680413316	-2.70102522589867	-1.40818640534861	-3.25359328201547	-2.41162794075043	-2.05498458817758	-2.34536652001435	-2.33122972855702	-2.91218284682227	-1.57217717522789	-1.57963461914672	-2.59798929257791	-4	-2.07935856325001	-2.15709565040256
OTU_6889	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.28067011866835	-2.76524346746711	-3.3365956434669	-2.22960397355148	-3.2405641433467	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.46306338816976	-3.76363223066637	-3.36975108004449	-2.31276367256818	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_6947	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.54505574289065	-3.09416282252731	-4	-4	-4	-4	-2.93298489100094	-3.2878577793039	-3.65457697929787	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.10540218894887	-2.51637662810002	-2.67158728276894	-4	-2.20241451484537	-4	-3.52943748653434	-4	-3.7493643775014	-4	-4	-3.33690207865194	-2.31438334261225	-4	-2.20453468221133	-2.63831524142638	-4	-3.11909336428404	-3.29067467752269	-3.59824286114044	-3.72247916131089	-4	-4	-4	-1.9459374285167	-4	-2.47865625007884	-4	-4	-4	-4	-2.99001634864537	-4	-4	-3.11057534157705
OTU_7040	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.96231773861128	-4	-3.8085443406495	-2.82073684628503	-4	-4	-4	-4	-4	-3.67039043639231	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-4	-4	-4	-4	-4	-4	-3.76819459877032	-4	-4	-3.77173639536206	-3.55256258975982	-4	-4	-4	-4	-4	-4	-3.57703920125937	-4	-3.72247916131089	-4	-3.70621088345979	-4	-4	-4	-4	-4	-4	-3.30430049166645	-3.65915208159624	-4	-4	-3.64471262565482	-4
OTU_7096	-4	-3.74482010981028	-4	-4	-2.12928385984211	-3.6593771448323	-3.1177766601027	-3.48783835519866	-3.37542385890218	-4	-4	-4	-2.4079265138075	-4	-4	-2.70982012362327	-3.6001743324982	-3.24923659124648	-2.92198948192034	-2.56980552551606	-3.8085443406495	-3.65668826121746	-3.73736033126586	-3.46464222056326	-3.61738370587246	-3.46528637568777	-3.55231082410597	-4	-3.2405641433467	-3.72478902814491	-4	-4	-4	-4	-3.19948721313054	-3.13336228212963	-2.91250212880582	-3.80254328936592	-4	-4	-4	-3.78755811886184	-3.55733754790089	-4	-4	-4	-4	-4	-4	-4	-3.01878070991102	-3.05570205104254	-4	-3.37566317823745	-3.76707419311101	-2.52573096758971	-3.70387975094136	-3.13383895638623	-3.47590885033803	-2.95925535587884	-4	-3.79571702447975	-3.71419552931051	-4	-4	-2.68711362561775	-4	-2.8257432752084	-3.45937129968756	-2.78993040378224	-4	-4	-3.70621088345979	-3.33145918199866	-4	-3.70600429647061	-2.69700275622757	-3.48385308880739	-4	-4	-4	-4	-3.31220655708141	-3.64471262565482	-3.48801890199317
OTU_7112	-3.39262591196275	-2.94328527430163	-2.82572841322336	-3.05396715770307	-1.80503245019732	-3.12205544600239	-2.86336309308372	-3.1545574443845	-3.0442098916601	-4	-4	-4	-2.1401410654978	-4	-4	-4	-4	-4	-3.89553804363843	-4	-4	-4	-4	-3.79381505896552	-4	-4	-4	-4	-4	-3.72478902814491	-3.77086136698503	-4	-4	-4	-3.77868268123756	-4	-3.61906528302958	-4	-3.4931387296666	-4	-4	-4	-3.79849677995009	-3.56289816214362	-4	-2.79075654681179	-4	-3.49939434775272	-2.92194498541143	-3.00761770079495	-2.9958257227572	-3.35017819974715	-4	-2.91233011898471	-2.07187393178474	-2.63606728433837	-4	-2.55592259039127	-4	-4	-4	-2.29371032513018	-2.09111578585285	-4	-3.05664107172271	-1.7831461206968	-4	-2.69742296281167	-4	-2.41690651979481	-2.49064281648888	-1.44344909863712	-4	-1.95886616734955	-2.54433559967525	-4	-4	-3.04637460538125	-2.87402753027656	-2.74062635201839	-4	-2.57856887148606	-4	-4	-4
OTU_7137	-4	-4	-4	-4	-4	-3.7971165958145	-3.67692983376951	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-2.17408714709071	-3.91341465822447	-3.53708052057718	-3.69957674255931	-3.8085443406495	-2.71970340839559	-3.89383236620742	-3.7186396584885	-4	-2.97054830158733	-2.55204549522889	-2.28298025804994	-2.27395595557832	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.03889596284275	-2.35975404994272	-3.36975108004449	-3.08500655107213	-2.57521388749824	-2.62955166447433	-2.34752656234908	-2.4375134058865	-2.65231160763801	-4	-2.42950511996706	-3.51464752541809	-3.4053256011409	-2.56708248070472	-4	-2.9062342828044	-4	-2.52536379803459	-2.31438334261225	-2.78493586976482	-2.13472713108487	-3.74118790362309	-3.42344274146779	-3.49477636065015	-1.9072953143548	-3.25444040922174	-2.89859708011515	-2.56451005917626	-3.23398483292408	-3.07970315817064	-2.95058337289496	-4	-3.33917955475777	-2.99446550413913	-2.39422615621572	-3.11894947303083	-3.65915208159624	-2.37113665816197	-2.46135450125412	-4	-2.69612995582022
OTU_7150	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.32289894641814	-3.4104968812003	-4	-4	-4	-3.59437363341889	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.43726794018297	-2.84762920469936	-2.45121223942466	-2.81192659164063	-2.89836625051485	-3.11654953407109	-3.41738459767666	-3.61906528302958	-3.10195159950012	-3.18498139357668	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7158	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.93104548118311	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.74063067994333	-4	-4	-4	-4	-4	-4	-2.8847394101789	-3.22416664062941	-3.44711871832436	-4	-4	-3.7493643775014	-4	-3.62288787910155	-3.79571702447975	-4	-4	-4	-3.74118790362309	-4	-3.60782582742191	-3.3668829430015	-4	-3.72247916131089	-4	-3.70621088345979	-3.18758847033493	-3.29396113576844	-3.53228335018675	-4	-3.35427378399043	-4	-4	-4	-4	-4	-4	-4
OTU_7187	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.67712597288811	-3.55085463502322	-4	-3.57478381423711	-4	-3.80858721972337	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-3.56343955402027	-3.40890955672126	-3.58414804991948	-4	-3.81977363042973	-2.70834648635124	-4	-4	-3.27747425185685	-4	-4	-3.54330041819981	-4	-4	-3.03870692336204	-3.54547275216182	-3.60782582742191	-4	-4	-3.43369885600557	-3.20401234606614	-3.31267406811743	-4	-3.69453850202499	-4	-4	-4	-3.25992144167841	-4	-4	-3.04198702005124	-3.63997701546714	-4	-4
OTU_7225	-4	-4	-4	-4	-4	-2.93114229564175	-2.96109919676314	-3.75678965935107	-4	-4	-4	-4	-4	-4	-4	-3.126256167801	-2.91794117733648	-3.67712597288811	-3.96231773861128	-4	-2.37108771275018	-2.35298595644918	-2.76097684819364	-3.46464222056326	-1.9677591356034	-2.49863990187521	-2.43099463370265	-2.65724665870961	-2.53927937030085	-4	-4	-4	-4	-4	-4	-4	-4	-3.66730348051458	-3.67647625252771	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.68840143745442	-3.01491010372531	-3.40890955672126	-4	-3.61628399188047	-3.1766657242182	-3.70387975094136	-3.76819459877032	-4	-2.98840908099916	-3.77173639536206	-4	-3.42098325669939	-4	-4	-4	-3.71580435932483	-3.60782582742191	-4	-4	-4	-4	-3.40884710838844	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.51296427384415	-4	-2.62879697532231
OTU_7295	-4	-2.8126741542597	-3.02861423030082	-4	-2.78077342755953	-2.50351332899463	-2.10325148678254	-2.64263434918613	-4	-3.32289894641814	-4	-3.72105906516651	-0.93517490460166	-3.00222450394703	-4	-4	-3.82286014208825	-4	-3.08827117228303	-1.59296960990441	-3.67612254513508	-3.56531516975204	-2.98231260784388	-4	-4	-4	-3.55231082410597	-4	-4	-3.72478902814491	-3.62164616903648	-4	-4	-3.80083878976896	-3.77868268123756	-4	-4	-1.56892039925099	-2.78282045846041	-4	-4	-2.75933045150207	-2.93453260539381	-2.96509796221915	-2.31667129909125	-2.9828307572792	-2.48326175847015	-2.92688848393195	-4	-4	-3.69045305754958	-4	-4	-3.46751342444036	-3.61628399188047	-4	-2.64771372021525	-4	-4	-3.4142622363149	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.75097857308909	-4	-4	-3.70621088345979	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7300	-4	-4	-4	-3.74881292987031	-4	-4	-4	-4	-3.74395300609241	-4	-4	-4	-4	-4	-4	-4	-3.82286014208825	-3.91341465822447	-3.4740881408325	-3.04683672302139	-4	-4	-4	-4	-3.28067011866835	-4	-4	-3.3031071354477	-3.34101639568899	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.37086278789664	-4	-3.36975108004449	-3.7639087876569	-4	-4	-3.33361009207573	-3.01491010372531	-3.40890955672126	-3.37566317823745	-3.13150198457315	-3.14434733561364	-3.70387975094136	-3.28133985238812	-4	-4	-2.87139360913335	-3.79571702447975	-3.1813392258848	-3.14488515061728	-4	-3.74118790362309	-3.54547275216182	-3.76107257974176	-3.29067467752269	-4	-3.55451585256761	-3.283893159151	-4	-4	-4	-4	-4	-4	-4	-4	-2.88872498490365	-4	-3.12755558613077	-3.45194405946376	-2.99987294615226
OTU_7312	-4	-4	-4	-4	-3.71767996763123	-4	-4	-4	-4	-4	-4	-4	-2.3580101843188	-3.74147351720018	-4	-4	-4	-3.91341465822447	-3.96231773861128	-4	-4	-4	-4	-4	-4	-4	-4	-2.86978045399956	-4	-4	-4	-4	-4	-3.80083878976896	-4	-4	-4	-3.66730348051458	-3.3646217018872	-4	-4	-4	-4	-4	-3.74128318030346	-4	-3.74063067994333	-3.7639087876569	-4	-4	-3.33361009207573	-3.2077831003412	-3.5326156821776	-3.46751342444036	-3.50457089428303	-3.69278201003674	-3.70387975094136	-3.09403254060206	-4	-3.08984847071982	-2.84961575255037	-3.79571702447975	-3.32565381847783	-2.72770416473888	-4	-3.58013332428242	-2.80180131375312	-3.33090903602702	-4	-3.0281962159683	-4	-4	-4	-3.54808602686917	-3.69453850202499	-2.27355963115684	-4	-2.69042230507481	-4	-3.43870072793462	-2.23494432064112	-3.48041662093924	-2.99839943865042	-2.64734606380028	-4
OTU_7344	-4	-4	-4	-4	-4	-3.7971165958145	-4	-4	-4	-4	-4	-4	-3.05862900801436	-4	-4	-4	-4	-3.41248686039385	-2.92198948192034	-2.42139872920225	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.24578618020264	-3.56343955402027	-3.70625216470469	-3.58414804991948	-3.27915139832695	-3.38869076954525	-3.10553884150967	-2.93630001118586	-3.47590885033803	-2.98840908099916	-3.62288787910155	-2.44569459288232	-3.07320550643354	-4	-2.95426885568066	-3.03870692336204	-3.32828736127064	-3.11909336428404	-3.16948101673206	-3.19878534505357	-2.64838250722514	-3.50855150038243	-2.21502828808968	-2.75752116688532	-2.95058337289496	-3.70600429647061	-3.47026814696778	-3.25460304629267	-3.05213978905092	-2.98945385603331	-3.33950339512465	-2.57856887148606	-3.44587711070999	-2.33178970251347	-2.83850056341301
OTU_7368	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.54505574289065	-4	-4	-3.89553804363843	-4	-4	-4	-4	-4	-3.28067011866835	-4	-4	-2.90796715930165	-3.34101639568899	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.23405441716445	-4	-4	-4	-3.4053256011409	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.13656655471751	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.12755558613077	-4	-4
OTU_7391	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.98410621746857	-4	-4	-4	-4	-4	-4	-4	-4	-2.72893175975104	-2.9810410145692	-2.8271845976986	-3.74128318030346	-3.61142733470708	-3.57936437253311	-3.08500655107213	-3.4956944213505	-3.46761192131457	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7405	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-4	-4	-4	-4	-4	-3.33596713037621	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.80254328936592	-4	-4	-4	-4	-3.55733754790089	-4	-4	-4	-3.74063067994333	-3.7639087876569	-4	-4	-3.89966313926081	-4	-3.5326156821776	-4	-3.76707419311101	-3.33719943694545	-3.4053256011409	-4	-3.7493643775014	-4	-4	-4	-3.12391553628924	-3.14488515061728	-3.75013519304609	-3.46291277588023	-4	-3.49477636065015	-4	-3.25444040922174	-3.08847404360927	-2.80398037220464	-4	-3.13030435005561	-3.69453850202499	-3.70600429647061	-4	-3.25460304629267	-3.48835704560457	-4	-3.47056009958577	-4	-3.44587711070999	-4	-3.48801890199317
OTU_7427	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.39558421163261	-4	-4	-4	-3.57478381423711	-4	-4	-3.88478474256715	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.67936006408842	-4	-3.58414804991948	-4	-2.85827564530438	-4	-3.76819459877032	-4	-4	-4	-4	-4	-3.31407203616383	-4	-3.37070038541872	-2.91766355440532	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.63997701546714	-3.21719974974583	-4
OTU_7450	-3.31771439749781	-3.00896106459856	-3.02861423030082	-3.38377802281808	-3.07959820341202	-2.42115518611009	-2.58766273353368	-1.88565782956941	-2.72883980091265	-4	-4	-3.72105906516651	-3.79719377751718	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7530	-2.87952540043379	-2.58858062555119	-3.4216523526477	-3.74881292987031	-4	-4	-4	-4	-4	-4	-4	-3.72105906516651	-4	-2.80566133509483	-4	-4	-4	-3.32323579191712	-3.62715579081844	-4	-4	-4	-3.62257389919576	-3.3938198638155	-4	-4	-4	-4	-4	-4	-3.77086136698503	-4	-4	-4	-4	-4	-4	-3.66730348051458	-4	-4	-4	-4	-4	-4	-4	-3.27246168433962	-3.36975108004449	-4	-3.33195838136982	-3.12965461482818	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7538	-3.02754607461604	-4	-3.62092515967444	-4	-4	-4	-4	-4	-4	-4	-4	-3.25931378453963	-4	-4	-4	-4	-4	-3.91341465822447	-3.89553804363843	-4	-4	-4	-3.80858721972337	-4	-4	-4	-4	-4	-4	-4	-3.51079604465963	-4	-4	-3.80083878976896	-4	-2.99221847971876	-4	-2.88311283876507	-3.4931387296666	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_7546	-3.75391736716937	-4	-4	-3.74881292987031	-3.71767996763123	-3.02982470923065	-2.84620280226523	-3.39763854257803	-3.74395300609241	-4	-4	-4	-2.71107627465945	-3.74147351720018	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.48114983094678	-4	-4	-4	-4	-3.79849677995009	-4	-3.58026484075512	-3.76363223066637	-3.29368332859826	-3.49939434775272	-4	-3.58423394326393	-3.0821132061112	-3.72902997768198	-4	-4	-3.61628399188047	-4	-4	-3.61786832657386	-3.59146021692927	-3.12971155946014	-3.62288787910155	-3.2836456707924	-3.02780233484184	-3.1943012619714	-3.246696176025	-3.74118790362309	-3.71580435932483	-3.76107257974176	-3.16948101673206	-3.3931738151495	-4	-4	-2.86741687211133	-2.78088551058791	-3.39130959765293	-4	-3.47026814696778	-2.8004255586001	-2.91218284682227	-3.43870072793462	-3.65915208159624	-2.61831895737879	-4	-3.21719974974583	-2.83850056341301
OTU_7608	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.82286014208825	-4	-4	-4	-2.37108771275018	-4	-3.89383236620742	-4	-4	-4	-4	-4	-4	-3.55765685856024	-3.62164616903648	-4	-4	-4	-4	-4	-4	-2.78140537017622	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.80963579840703	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.75423201060803	-4	-2.90123834704552	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.49507084136743	-4	-4
OTU_7614	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.67712597288811	-3.96231773861128	-4	-4	-3.93104548118311	-4	-3.59876075435506	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.56343955402027	-4	-3.37566317823745	-3.61628399188047	-3.14434733561364	-2.68718094340528	-3.17766550865497	-3.47590885033803	-3.4142622363149	-3.51223936286035	-4	-4	-4	-4	-3.74118790362309	-3.2502798212097	-4	-4	-3.3931738151495	-4	-4	-3.70621088345979	-3.42640361547383	-4	-3.16703143007204	-3.47026814696778	-4	-4	-3.63435676743662	-3.65915208159624	-3.66674057278761	-3.63997701546714	-4	-3.67256632355471
OTU_7643	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.2353908497479	-2.86090783307749	-3.81977363042973	-4	-4	-4	-3.4142622363149	-3.62288787910155	-4	-4	-3.48000828130893	-3.31081286279644	-3.74118790362309	-3.03078804267003	-3.16316249631388	-3.45937129968756	-3.25444040922174	-4	-4	-4	-4	-4	-4	-3.47026814696778	-3.66937694461355	-3.67282489396854	-2.9367929371069	-3.33950339512465	-3.66674057278761	-4	-3.1348535674687	-4
OTU_7668	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79719377751718	-4	-4	-4	-4	-3.84125546073918	-3.68033080534211	-4	-4	-4	-4	-3.88478474256715	-3.61738370587246	-3.00466317852616	-4	-3.67039043639231	-2.91101539691151	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.7639087876569	-4	-4	-3.89966313926081	-4	-4	-3.74409277068729	-3.61628399188047	-3.81977363042973	-4	-3.76819459877032	-3.7493643775014	-3.61506832887366	-3.62288787910155	-4	-4	-3.75192466811208	-3.59253229614864	-3.37070038541872	-4	-3.49477636065015	-4	-3.59824286114044	-4	-4	-3.70621088345979	-3.7177369801123	-3.51698006747648	-3.53228335018675	-4	-3.35427378399043	-3.48835704560457	-4	-3.65915208159624	-4	-4	-4	-4
OTU_7686	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-4	-3.1674614517223	-3.58414804991948	-3.76707419311101	-3.38869076954525	-4	-4	-4	-2.19549224225862	-4	-4	-3.32565381847783	-2.85087106920557	-4	-3.58013332428242	-2.69030335273719	-4	-3.29067467752269	-3.10516823815307	-4	-3.50855150038243	-3.01312178037291	-4	-4	-3.70600429647061	-4	-2.94810369809102	-4	-4	-4	-3.16938949204212	-3.44587711070999	-4	-4
