	DG408	DG426	DG432	EK520	LB01	LB03	LB06	LB10	LB13	LB178	LB179	BB231	BB232	ME2528	ME2530	MT334	MT348	WE457	WE458	WE464	CP469	CP470	BB089	BB095	KSG0645	KSG0647	KSG0652	KSG0660	KSG0673	KE1474	KE1475	KE2263	KE2265	KE2268	KE2564	KE2565	KE2581	KSG1471	KSG1507	LU2555	LU2556	OP1909	OP1910	OP1911	OP2345	OP2346	OP2347	OP2456	OP2459	OP2460	GM173	GM7	GM9	GM10	GM11	GM15	GM20	GM41	GM1435	GM1436	GM1437	GM1438	GM1440	GM1442	GM1446	GM1448	GM1455	GM1457	GM1459	GM1467	GM1468	GM1474	GM1476	GM1480	GM1482	GM1485	GM1494	GM1496	GM1497	GM1500	GM1501	GM1502	GM1504	GM1507	GM1509
OTU_1592	-4	-4	-4	-4	-3.2534953835682	-3.33982685940012	-3.31296944659855	-3.25930844877705	-3.46729165685178	-4	-4	-4	-3.12223487681028	-4	-4	-4	-4	-4	-3.92764559840983	-2.95971110650897	-4	-4	-3.80858721972337	-3.21007970704019	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.77868268123756	-3.61754539133678	-3.76904026512395	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-4	-4	-4	-4	-3.69278201003674	-4	-4	-3.59146021692927	-4	-4	-4	-4	-3.75192466811208	-3.75013519304609	-4	-4	-3.76107257974176	-3.73894408499758	-3.75423201060803	-3.1389257579742	-4	-4	-3.54808602686917	-4	-3.70600429647061	-3.02908504066484	-3.17359101882282	-4	-3.20181096527271	-4	-3.48041662093924	-4	-4	-4
OTU_1655	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-4	-4	-4	-4	-3.67612254513508	-3.1535056848634	-3.73736033126586	-4	-3.76785201304179	-3.74268802000594	-4	-3.80464827793005	-3.40155631996872	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.74128318030346	-3.76363223066637	-3.74063067994333	-3.2729973513238	-4	-3.74415483791186	-4	-3.44384800849844	-3.70625216470469	-4	-3.76707419311101	-3.69278201003674	-3.52943748653434	-4	-2.75948661560133	-2.9062342828044	-3.62288787910155	-4	-4	-3.25007083343572	-3.75013519304609	-3.74118790362309	-3.54547275216182	-3.60782582742191	-3.57703920125937	-3.3931738151495	-4	-4	-3.70621088345979	-2.99335616930506	-3.39130959765293	-2.8991333377581	-3.08836039304976	-3.04637460538125	-3.48835704560457	-4	-4	-3.66674057278761	-3.63997701546714	-3.1348535674687	-4
OTU_1676	-3.75391736716937	-4	-4	-4	-4	-4	-4	-4	-4	-3.71250851976391	-4	-3.72105906516651	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.04763968579473	-2.7700057647505	-4	-3.21846981805583	-3.47790276268558	-3.77868268123756	-3.76796632340466	-3.61906528302958	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1698	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72478902814491	-4	-3.72547246770256	-3.76422404206653	-4	-2.93426886639112	-2.80050513541205	-2.53640517845277	-3.66730348051458	-4	-4	-4	-4	-3.403189396337	-3.66609479868207	-4	-4	-4	-3.7639087876569	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1763	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79719377751718	-4	-4	-3.18362895718066	-4	-4	-3.45124474386834	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.76707419311101	-3.81977363042973	-2.86303469967709	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.38185464014754	-4	-4	-4	-4	-4	-4	-3.67282489396854	-4	-4	-3.66674057278761	-4	-4	-3.67256632355471
OTU_1795	-3.75391736716937	-3.58515489332305	-3.62092515967444	-2.36361320771366	-2.80546698204451	-3.00297372493273	-2.75543158084778	-1.97737980404191	-2.0187291735136	-4	-4	-3.33693270368825	-2.78319175663337	-4	-3.75145784952013	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.43726794018297	-3.51079604465963	-4	-4	-4	-2.95981605410601	-3.05708154943964	-2.7839921240075	-3.66730348051458	-4	-4	-4	-3.00729784542111	-2.80245172628446	-2.90057025066126	-2.85296350371459	-2.92628496334856	-2.78188102560904	-2.81122319610636	-3.12025329096941	-3.04461293069736	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1803	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.36413784582147	-2.02542340597723	-3.72105906516651	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.60549181799184	-3.76422404206653	-4	-4	-3.76796632340466	-4	-4	-4	-4	-4	-3.64552481978323	-3.79849677995009	-4	-4	-4	-4	-4	-4	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1890	-3.48320901838334	-4	-3.4216523526477	-4	-4	-4	-4	-4	-4	-3.71250851976391	-4	-3.55258774939822	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.55765685856024	-3.77086136698503	-2.49680828617559	-2.68895696330928	-2.55651147328943	-4	-3.41738459767666	-3.61906528302958	-3.66730348051458	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1891	-4	-4	-4	-3.18828917880321	-3.18748755649542	-3.55496397812487	-3.1177766601027	-2.96822699857439	-3.0442098916601	-4	-4	-3.72105906516651	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.76904026512395	-4	-4	-4	-4	-4	-4	-4	-4	-3.4989432152109	-4	-4	-4	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1934	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.84125546073918	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.17924512212524	-3.13150198457315	-2.41400291075559	-2.8951645931538	-3.13383895638623	-1.67239679853927	-3.34050491350968	-3.51223936286035	-3.39761408409246	-3.02780233484184	-2.78493586976482	-3.75013519304609	-3.29467935661281	-3.54547275216182	-3.11909336428404	-3.3668829430015	-3.59824286114044	-3.26176883013305	-4	-3.31267406811743	-2.73534987594875	-3.29396113576844	-3.40853463898418	-2.139120198266	-4	-3.48835704560457	-2.9367929371069	-3.65915208159624	-3.66674057278761	-3.44587711070999	-3.21719974974583	-3.25952180547199
OTU_1985	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.17837593845457	-2.19049372712717	-2.89583201099012	-4	-3.58052760777296	-3.75145784952013	-4	-4	-4	-4	-4	-4	-4	-3.07174997106771	-4	-4	-4	-4	-4	-4	-4	-4	-3.00806501342372	-4	-3.66480893318944	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.63997701546714	-4	-4
OTU_2044	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.44698229462895	-2.42532024688163	-4	-4	-4	-3.47925974629291	-4	-4	-4	-4	-4	-4	-4	-3.73736033126586	-4	-4	-4	-4	-4	-4	-4	-4	-2.9707132041465	-3.21846981805583	-3.66480893318944	-4	-3.76796632340466	-4	-3.56432810008239	-3.67647625252771	-4	-4	-4	-4	-3.4795758278507	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2137	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72525702383982	-3.89553804363843	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.28748191729464	-3.72902997768198	-4	-4	-3.27915139832695	-2.52573096758971	-4	-4	-2.98419580116076	-4	-4	-4	-4	-2.1207300108255	-2.5149378200589	-4	-4	-2.52860476889024	-3.57703920125937	-4	-1.73636075546078	-2.53226812380564	-2.12792095665626	-4	-2.87791041109069	-4	-4	-2.48215931979676	-3.25992144167841	-4	-4	-2.57856887148606	-4	-4	-2.77585244667047
OTU_2170	-4	-4	-4	-4	-4	-3.7971165958145	-3.5757428995469	-3.60181880171404	-3.74395300609241	-4	-4	-4	-4	-4	-4	-2.68969231423503	-3.18442974313742	-3.91341465822447	-3.68033080534211	-3.30200118411226	-2.93830948611271	-3.14299249386613	-3.67618576648543	-3.05065224721927	-2.86264749918727	-2.78619060388322	-3.3365956434669	-3.21380357757436	-2.85219833087534	-4	-4	-4	-4	-4	-3.63278260085983	-3.61754539133678	-3.61906528302958	-4	-4	-4	-4	-4	-4	-4	-4	-3.76363223066637	-3.57936437253311	-3.7639087876569	-4	-4	-2.70524807284165	-3.2077831003412	-2.97193978867222	-3.46751342444036	-3.76707419311101	-3.11426826765485	-3.16335296529587	-3.3442287931066	-3.09539503564163	-2.77758239165819	-3.42413477136881	-3.46821432364292	-3.32565381847783	-3.48000828130893	-2.92488524846519	-3.58013332428242	-3.03078804267003	-3.26751893958656	-3.03426667619712	-2.81079991710779	-3.43369885600557	-3.20401234606614	-3.23398483292408	-3.03438723654743	-3.51698006747648	-3.16703143007204	-3.23862099998653	-2.99446550413913	-3.11100076609459	-3.63435676743662	-4	-3.25055183933854	-2.63927765651112	-3.31890083795178	-3.0517063736579
OTU_2201	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.61754539133678	-3.76904026512395	-4	-4	-4	-4	-4	-4	-4	-4	-3.61142733470708	-4	-4	-4	-4	-4	-3.72902997768198	-4	-3.74409277068729	-4	-3.14434733561364	-4	-4	-3.7493643775014	-2.93193618310495	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.09200490669861	-3.19601832449442	-3.38185464014754	-4	-4	-4	-4	-3.47026814696778	-4	-4	-4	-4	-4	-3.63997701546714	-4	-4
OTU_2433	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.8274002016126	-3.15221066126266	-3.67712597288811	-3.57978706078298	-3.69957674255931	-4	-3.56531516975204	-4	-2.93429148004925	-4	-3.58220530689912	-2.68115039356829	-2.4840050853865	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.62339926813197	-2.73613074512056	-2.3079770585061	-2.4844158151586	-2.74911636026879	-2.85892665862339	-2.53656324652084	-2.14772548988164	-2.61615132475781	-1.65892953166063	-2.46398488173406	-1.90323440352888	-3.10553884150967	-2.72971832405327	-2.7794296288926	-2.8589877186357	-2.00963707271626	-2.97430059607147	-1.98931953269147	-3.10052180497313	-2.76114519272509	-2.08799965448156	-3.2502798212097	-2.23497171681988	-1.45133071847159	-2.58312401829345	-2.23466438575746	-1.77741629517487	-2.45788964876231	-3.03438723654743	-2.09919908374686	-1.52277619461938	-1.65183039845868	-1.94323948887687	-2.62926465017227	-3.43870072793462	-2.67234212342926	-2.49268614179338	-2.49507084136743	-3.21719974974583	-2.4450708560031
OTU_2450	-3.39262591196275	-3.58515489332305	-4	-3.74881292987031	-4	-4	-4	-3.03349979057375	-4	-4	-4	-4	-4	-3.46336432804951	-4	-4	-4	-4	-3.68033080534211	-4	-4	-4	-3.89383236620742	-3.88478474256715	-4	-4	-4	-4	-4	-4	-3.62164616903648	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.75933045150207	-4	-2.96509796221915	-4	-3.61142733470708	-3.57936437253311	-4	-3.4956944213505	-3.58423394326393	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2506	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.52078407330052	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.37972034213027	-2.73514932028308	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71419552931051	-3.75192466811208	-2.84705945604125	-4	-4	-4	-4	-3.19878534505357	-2.76692619133733	-2.93918516461374	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.46135450125412	-4	-4
OTU_2584	-2.04852592802985	-3.58515489332305	-1.87939167876508	-3.47502779101349	-4	-4	-4	-3.75678965935107	-4	-2.05872444414236	-2.29222507231799	-1.96941351339316	-4	-3.58052760777296	-2.80481791491583	-4	-4	-4	-4	-4	-4	-3.93104548118311	-2.12528204227681	-4	-4	-4	-4	-4	-4	-2.0483884122371	-1.91396458243468	-2.90445362712119	-2.75491808280057	-2.94032179726858	-2.47409012166876	-2.44849486752383	-2.4776596927894	-2.35484387214969	-2.0375454250992	-2.54929823305026	-2.54200230478133	-1.35827652771887	-1.63591543124131	-1.27299112599564	-3.58026484075512	-3.76363223066637	-4	-3.61181697716638	-3.76163734733016	-3.17936346465638	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2585	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.91707416604207	-2.90020198117611	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79849677995009	-4	-3.29484976290907	-3.04785680332224	-3.07812934178541	-2.98342653753208	-3.33195838136982	-3.12965461482818	-2.80814317698699	-4	-3.70625216470469	-4	-3.61628399188047	-3.59464490852187	-3.70387975094136	-4	-3.30941236262961	-2.95925535587884	-3.51223936286035	-3.2836456707924	-3.24752949378129	-2.5079911999341	-2.74208225840872	-3.58013332428242	-3.42344274146779	-3.26751893958656	-3.73894408499758	-3.75423201060803	-3.33928079531792	-4	-2.67150724631839	-3.7177369801123	-4	-4	-3.65892670560389	-3.04637460538125	-3.67282489396854	-4	-3.23896354726147	-3.16938949204212	-4	-4	-3.48801890199317
OTU_2676	-3.75391736716937	-3.4686681864597	-3.09861573212724	-2.62504548053163	-2.58967820139119	-2.83281955182963	-2.78363199160096	-2.13184151416027	-2.54807183652786	-4	-4	-3.72105906516651	-1.70595278874948	-3.12445849418174	-3.47925974629291	-3.32778159957882	-4	-3.0819218947213	-3.59500971803208	-2.3884008104438	-4	-2.39356887927355	-2.84488521450947	-2.68943365012588	-2.62684436580841	-2.78619060388322	-3.08546084407405	-2.71722715941369	-2.76901782455239	-4	-4	-4	-3.76422404206653	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.9958257227572	-3.72902997768198	-4	-2.35318313285605	-2.72715903653342	-3.11426826765485	-2.5945182719884	-4	-2.86985467993756	-2.29312873260595	-2.3377582081301	-3.79571702447975	-2.23115390759485	-3.75192466811208	-4	-2.90636036282442	-1.22811184049744	-2.78505554488632	-1.94978415718839	-4	-3.72247916131089	-3.283893159151	-2.20819254532415	-3.54808602686917	-3.03791025726894	-3.31234020956974	-4	-3.10534123724071	-3.67282489396854	-1.6951518412195	-3.47056009958577	-2.31590191125117	-4	-3.45194405946376	-1.35665330419092
OTU_2705	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.33998845073627	-4	-4	-4	-4	-3.77939485617681	-3.96231773861128	-4	-2.05561303410636	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.46306338816976	-3.76363223066637	-3.36975108004449	-3.33619063370017	-4	-4	-3.89966313926081	-4	-4	-4	-4	-3.38869076954525	-2.68718094340528	-3.61786832657386	-3.38473022611252	-3.34050491350968	-3.77173639536206	-4	-4	-3.75192466811208	-4	-4	-4	-4	-3.3668829430015	-3.10516823815307	-3.08847404360927	-4	-4	-3.25359328201547	-3.69453850202499	-3.16703143007204	-3.65892670560389	-3.35427378399043	-3.48835704560457	-4	-3.65915208159624	-3.66674057278761	-3.63997701546714	-3.31890083795178	-4
OTU_2759	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.83570946948781	-3.46508966463622	-4	-3.69957674255931	-3.8085443406495	-3.18666433576899	-3.89383236620742	-3.54930802819696	-2.84083561938125	-2.46664255410273	-3.55231082410597	-2.26900868581191	-2.58634189829664	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.47636790933735	-3.72902997768198	-3.31274079313291	-4	-4	-3.69278201003674	-3.70387975094136	-4	-3.7493643775014	-4	-4	-4	-4	-4	-3.75013519304609	-4	-4	-4	-4	-4	-4	-3.50855150038243	-4	-3.54808602686917	-4	-4	-3.08836039304976	-4	-4	-4	-4	-4	-3.21014049894377	-4	-4
OTU_2769	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.126256167801	-3.82286014208825	-3.91341465822447	-3.92764559840983	-4	-4	-4	-3.53187117389241	-3.88478474256715	-2.69723794218863	-4	-3.3365956434669	-4	-3.34101639568899	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79849677995009	-3.8017177962105	-4	-4	-4	-4	-4	-4	-4	-3.44384800849844	-3.70625216470469	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.63997701546714	-4	-4
OTU_2786	-3.75391736716937	-4	-4	-4	-4	-4	-4	-4	-4	-3.5410255393829	-3.53402234594703	-3.72105906516651	-4	-4	-3.75145784952013	-4	-4	-4	-4	-4	-4	-4	-2.95981168189732	-4	-4	-4	-4	-4	-4	-3.72478902814491	-4	-3.20137656444947	-3.61226126442865	-3.40791482734454	-4	-4	-4	-3.80254328936592	-3.1170258942077	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2823	-4	-4	-4	-4	-4	-3.15773361629451	-3.22413242774147	-2.70405133258131	-3.74395300609241	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72478902814491	-4	-4	-4	-4	-3.63278260085983	-4	-3.50779825413715	-4	-4	-4	-4	-4	-3.79849677995009	-4	-3.74128318030346	-3.61142733470708	-3.57936437253311	-4	-3.76163734733016	-3.46761192131457	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2853	-4	-4	-4	-2.00140729802543	-4	-4	-4	-3.75678965935107	-2.35287637352116	-3.71250851976391	-3.70730078401437	-4	-4	-3.58052760777296	-3.31322075458311	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.80083878976896	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.23018022291625	-4	-4	-3.61181697716638	-3.21333161397565	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_2879	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.96231773861128	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72902997768198	-4	-3.12953399385954	-3.50457089428303	-2.8917713588076	-4	-4	-3.18935169122882	-3.27747425185685	-3.23356699620322	-4	-4	-3.75192466811208	-4	-3.00165199925388	-3.71580435932483	-3.00867771648015	-3.3668829430015	-3.19878534505357	-4	-4	-3.40884710838844	-2.75752116688532	-2.78760770043609	-3.10929581791306	-3.08836039304976	-2.58331468719195	-3.67282489396854	-4	-3.47056009958577	-3.35045055253587	-4	-4	-3.48801890199317
OTU_2895	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.69739805396222	-3.91341465822447	-4	-4	-2.89844712966472	-3.73040228948803	-3.80858721972337	-3.59876075435506	-4	-4	-3.55231082410597	-3.80464827793005	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.36975108004449	-3.61181697716638	-4	-3.46761192131457	-3.63836443611194	-4	-4	-4	-4	-4	-4	-3.02393365783611	-4	-4	-4	-2.74916988516887	-4	-3.59502404115585	-4	-4	-3.71580435932483	-4	-4	-4	-4	-4	-3.40884710838844	-4	-4	-4	-4	-4	-3.67282489396854	-2.45171420443698	-4	-4	-4	-3.06566014748757	-4
OTU_2909	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.54505574289065	-2.4719103123895	-4	-3.89553804363843	-4	-3.57478381423711	-4	-3.14920095228549	-3.88478474256715	-3.76785201304179	-4	-4	-2.80220874538688	-3.55593981677243	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.78755811886184	-3.79849677995009	-3.56289816214362	-4	-4	-4	-4	-4	-4	-3.81821225863374	-2.67936006408842	-3.31274079313291	-4	-3.09166341297811	-3.69278201003674	-4	-3.3442287931066	-4	-3.50316129929226	-3.2882936602967	-4	-3.42098325669939	-2.45719566502411	-2.61382615675334	-4	-3.71580435932483	-2.977337203221	-3.57703920125937	-3.31829078766756	-4	-3.38185464014754	-4	-3.54808602686917	-4	-4	-2.81479508643771	-4	-2.806505035361	-4	-4	-3.66674057278761	-2.28947167186548	-3.31890083795178	-4
OTU_2933	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.75311084815634	-3.52078407330052	-4	-3.89553804363843	-4	-4	-3.77255283395211	-4	-4	-3.61738370587246	-4	-4	-3.67039043639231	-3.79768440893653	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79849677995009	-3.8017177962105	-3.17390408378246	-2.81060665927558	-2.78188102560904	-3.12493455448696	-3.4956944213505	-3.0850555276471	-3.28748191729464	-4	-4	-2.8847394101789	-4	-3.44711871832436	-4	-4	-4	-4	-4	-4	-2.72837036154976	-4	-4	-3.46291277588023	-4	-3.49477636065015	-4	-4	-3.1389257579742	-4	-4	-4	-4	-3.40853463898418	-4	-4	-4	-3.43870072793462	-3.029455070162	-4	-4	-4	-4
OTU_2943	-3.19817254196172	-4	-4	-4	-4	-4	-4	-4	-4	-3.02468165397516	-3.11159545412219	-4	-4	-2.93644206789866	-4	-4	-4	-4	-4	-4	-4	-4	-3.89383236620742	-4	-4	-4	-4	-4	-4	-2.96939186451508	-3.62164616903648	-4	-2.7731019454209	-3.66480893318944	-3.77868268123756	-3.50603418863261	-4	-4	-3.67647625252771	-4	-4	-4	-4	-4	-4	-4	-3.29368332859826	-4	-3.26860719048351	-2.85892665862339	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_3049	-3.59780352475723	-3.74482010981028	-4	-4	-4	-4	-4	-4	-3.74395300609241	-3.02468165397516	-4	-2.41078307239056	-4	-4	-3.75145784952013	-4	-4	-4	-4	-4	-4	-4	-3.89383236620742	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.29484976290907	-3.27246168433962	-4	-2.90115962476642	-2.76731508364371	-2.97352800837015	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_3069	-4	-4	-4	-3.05396715770307	-3.54800887633912	-4	-2.79845000142962	-2.70405133258131	-3.46729165685178	-4	-4	-4	-3.28683124852615	-3.58052760777296	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.4989432152109	-3.74063067994333	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
